32.856000000,0.00794129,-0.000479147,-0.00965357,0.0252826,0.0510453,-0.0213164
32.857000000,0.00794634,-0.000470084,-0.00963666,0.0255383,0.0510833,-0.021618
32.858000000,0.00792223,-0.000504275,-0.00966947,0.0257565,0.0509296,-0.0216181
32.859000000,0.00793658,-0.000515649,-0.00967511,0.0261227,0.051027,-0.0219013
32.860000000,0.0079678,-0.000499031,-0.00965423,0.0258069,0.0512218,-0.021699
32.861000000,0.00794025,-0.000497367,-0.00962441,0.0251318,0.0510334,-0.0210598
32.862000000,0.00795897,-0.000477206,-0.00962104,0.0253663,0.0511596,-0.021409
32.863000000,0.00793025,-0.000505845,-0.00965577,0.0256458,0.0509784,-0.0215019
32.864000000,0.00794332,-0.00051552,-0.00966446,0.0260668,0.0510689,-0.0218483
32.865000000,0.00797466,-0.00049973,-0.00964667,0.0257781,0.0512649,-0.0216669
32.866000000,0.00793725,-0.000503313,-0.00961319,0.0250236,0.0510115,-0.0209194
32.867000000,0.00796074,-0.000484637,-0.00960718,0.0251287,0.0511653,-0.0211349
32.868000000,0.00792983,-0.000510008,-0.00964124,0.0252944,0.0509682,-0.0211383
32.869000000,0.00794139,-0.000522776,-0.00965182,0.0256996,0.0510485,-0.0214506
32.870000000,0.00796289,-0.00050942,-0.00963804,0.0256127,0.0511855,-0.0214486
32.871000000,0.00794959,-0.000495006,-0.00964763,0.025311,0.0510969,-0.0212466
32.879000000,0.00796822,-0.000475206,-0.00964384,0.0255544,0.0512227,-0.0216018
32.879000000,0.00791553,-0.000517786,-0.00963446,0.0254598,0.0508795,-0.0212498
32.879000000,0.0079401,-0.000528518,-0.00964021,0.0255566,0.0510368,-0.0212779
32.879000000,0.00796727,-0.000511703,-0.00961875,0.0252994,0.0512069,-0.0211332
32.879000000,0.00795364,-0.00049932,-0.00962568,0.0249693,0.0511154,-0.0208914
32.879000000,0.00796618,-0.000478542,-0.0096223,0.0254637,0.0512075,-0.0214943
