-0.513,-2.832,414.305,1.02261698246002,1.25781047344208,9.67253875732422,0.007870979607105,0.01474563125521,-0.003588572144508
0.421,-2.75,414.741,1.03877592086792,1.26318275928497,9.66724300384522,0.005528516601771,0.013522616587579,-0.00256784260273
0.19,-3.068,414.371,1.03759169578552,1.24326193332672,9.69049739837647,0.005232356954366,0.014819018542767,-0.002774223918095
-0.098,-2.415,414.564,1.02749669551849,1.23014855384827,9.67836952209473,0.004236773122102,0.013603270053864,-0.003606826066971
0.034,-2.88,413.916,1.03736412525177,1.24867534637451,9.66443824768066,0.006149151362479,0.014167095534504,-0.003916026093066
0.581,-2.647,415.598,1.03023374080658,1.23508191108704,9.66122341156006,0.007074513006955,0.014465116895735,-0.004902854561806
0.066,-2.774,415.241,1.0440526008606,1.22682213783264,9.67440128326416,0.006111152470112,0.014142136089504,-0.003876537084579
0.493,-2.734,415.051,1.0221483707428,1.24881398677826,9.66643238067627,0.005196593701839,0.014862977899611,-0.003071129554883
-0.366,-2.777,413.547,1.05833458900452,1.24735963344574,9.67280006408691,0.00619497243315,0.014498646371067,-0.000836700201035
-0.104,-2.753,414.544,1.02795076370239,1.2540237903595,9.68640613555908,0.006509013939649,0.014531054534018,-0.004363805055618
-0.308,-2.719,414.132,1.03078246116638,1.23463892936707,9.6596736907959,0.00628549605608,0.014395453967154,-0.004785880446434
-0.07,-2.912,413.766,1.03364276885986,1.24536263942719,9.67385482788086,0.003854744834825,0.014274382963777,-0.002567843068391
0.169,-2.948,414.189,1.02401506900787,1.24176919460297,9.68052291870117,0.005459227599204,0.014526958577335,-0.00446327123791
0.207,-2.932,414.606,1.04129040241241,1.21290719509125,9.66052532196045,0.004739128053188,0.016516633331776,-0.004310161340982
-0.018,-2.698,414.551,1.03090226650238,1.22983860969543,9.66754722595215,0.005767308641225,0.015724636614323,-0.00412091659382
0.518,-2.82,415.168,1.04185795783997,1.21096682548523,9.65981769561768,0.004977547097951,0.014974737539888,-0.004801526665688
0.36,-2.798,414.975,1.05783843994141,1.22055101394653,9.6658821105957,0.00613983720541,0.014108234085143,-0.003714486956596
0.975,-2.429,415.017,1.04008805751801,1.24459731578827,9.65965080261231,0.005096383392811,0.015111826360226,-0.002136826748028
0.456,-2.24,415.403,1.03481662273407,1.24544847011566,9.66804885864258,0.005232356954366,0.015229918062687,-0.00368319475092
0.568,-2.183,415.189,1.02195286750793,1.26609480381012,9.65951347351074,0.006469524465501,0.01474563125521,-0.004469603765756
-0.458,-2.643,413.699,1.02897906303406,1.26893210411072,9.67356681823731,0.005929358303547,0.013151207007468,-0.002585723996162
-0.113,-3.063,414.198,1.02479565143585,1.23890936374664,9.67034530639648,0.005377643276006,0.013805740512908,-0.003151595592499
-0.096,-3.061,415.234,1.0372668504715,1.22244298458099,9.68063831329346,0.006371922791004,0.014015846885741,-0.002078339457512
0.628,-3.285,415.236,1.04203128814697,1.25120854377747,9.66604995727539,0.00448878807947,0.01358669064939,-0.002010911237448
